URL_ID,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_COMPLEX_WORDS,FOG_INDEX,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
bctech2094,16,4,0.5999999700000015,0.060975609570196314,18.22222222222222,0.3353658536585366,7.423035230352304,110,328,2.2896341463414633,2,7.1189024390243905
bctech2095,7,1,0.7499999062500118,0.028985507141356857,23.0,0.35507246376811596,9.342028985507246,98,276,2.3949275362318843,2,7.300724637681159
bctech2096,9,1,0.7999999200000081,0.050505050249974495,33.0,0.3939393939393939,13.357575757575757,78,198,2.4242424242424243,4,7.151515151515151
bctech2097,8,3,0.4545454132231443,0.04583333314236111,17.142857142857142,0.4125,7.022142857142858,99,240,2.4875,2,7.454166666666667
bctech2098,9,3,0.4999999583333368,0.041811846544209594,15.944444444444445,0.4076655052264808,6.54084397986837,117,287,2.4111498257839723,4,7.358885017421603
bctech2099,7,2,0.5555554938271674,0.036734693727613496,16.333333333333332,0.3836734693877551,6.686802721088435,94,245,2.3918367346938774,3,7.253061224489796
bctech2100,13,2,0.7333332844444478,0.06726457368939653,37.166666666666664,0.34977578475336324,15.006576980568012,78,223,2.336322869955157,5,7.022421524663677
bctech2101,7,9,-0.12499999218750048,0.06083650166982319,37.57142857142857,0.33460076045627374,15.162411732753938,88,263,2.2319391634980987,4,6.984790874524715
bctech2102,22,3,0.7599999696000012,0.04480286730322067,15.942857142857143,0.41397849462365593,6.54273425499232,231,558,2.3548387096774195,5,7.019713261648746
bctech2103,23,2,0.8399999664000013,0.043478260793950854,15.54054054054054,0.3739130434782609,6.365781433607521,215,575,2.32,3,7.020869565217391
bctech2104,7,1,0.7499999062500118,0.04278074843432755,26.714285714285715,0.4117647058823529,10.850420168067227,77,187,2.4705882352941178,2,7.352941176470588
bctech2105,10,4,0.42857139795918586,0.050179211289680246,14.68421052631579,0.3333333333333333,6.00701754385965,93,279,2.3225806451612905,5,6.92831541218638
bctech2106,10,4,0.42857139795918586,0.060606060343696706,19.25,0.36363636363636365,7.845454545454546,84,231,2.380952380952381,4,7.238095238095238
